Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Subcategory,Brand,Price,Quantity,Discount,Sales,Profit,State,City,Pin_Code,Payment_Type,Delivery_Status
10087,2025-03-28,C47595,Edward Mccarthy,P7481,Prestige Cooker,Home,Kitchen,Prestige,3031,3,20,7274,1204,Tamil Nadu,Chennai,62161,Prepaid,Delivered
10088,2024-10-28,C30348,Kellie Sexton,P3164,Noise Smartwatch,Electronics,Wearables,Noise,18770,1,15,15954,3413,Gujarat,Ahmedabad,09198,Prepaid,Delivered
10089,2024-11-28,C40630,Eric Blake,P6875,Zara Dress,Fashion,Clothing,Zara,18372,3,15,46849,13125,Maharashtra,Mumbai,59298,Prepaid,Cancelled
10090,2024-12-19,C74120,Rebecca Melton,P6143,Levi's Jeans,Fashion,Clothing,Levi's,29845,3,5,85058,19748,West Bengal,Kolkata,60890,COD,Cancelled
10091,2024-12-27,C20324,Stephanie Shaw,P1969,Bata Sandals,Fashion,Footwear,Bata,53671,3,5,152962,40434,Rajasthan,Jaipur,75719,COD,Shipped
10092,2024-11-02,C37349,Renee Chang,P6638,Lenovo IdeaPad,Electronics,Laptops,Lenovo,33716,2,15,57317,13394,Gujarat,Ahmedabad,10509,Prepaid,Shipped
10093,2025-03-10,C98025,Paul Roberts,P1360,HP Pavilion,Electronics,Laptops,HP,47708,3,20,114499,12782,Gujarat,Ahmedabad,78962,Prepaid,Shipped
10094,2025-01-05,C74370,Karen Gibbs,P2022,Prestige Cooker,Home,Kitchen,Prestige,32649,1,0,32649,4739,Gujarat,Ahmedabad,51431,COD,Delivered
10095,2025-02-10,C55210,Sarah Yates,P6387,IKEA Table,Home,Furniture,IKEA,29380,2,15,49946,6414,Karnataka,Bengaluru,86613,Prepaid,Cancelled
10096,2025-04-05,C63560,Christopher Hunter,P3008,Nike Sneakers,Fashion,Footwear,Nike,35569,3,20,85366,22274,Gujarat,Ahmedabad,33853,COD,Delivered
10097,2024-12-19,C63599,Scott Hahn,P6407,Adidas Running Shoes,Fashion,Footwear,Adidas,66608,1,20,53286,14588,Tamil Nadu,Chennai,40190,Prepaid,Delivered
10098,2025-03-15,C41113,Robert Brown,P2698,Samsung Galaxy A32,Electronics,Mobile Phones,Samsung,23130,3,20,55512,7420,Maharashtra,Mumbai,84516,COD,Cancelled
10099,2024-11-09,C91331,Nicholas Cook,P1595,Nilkamal Cabinet,Home,Furniture,Nilkamal,20670,3,20,49608,5358,Karnataka,Bengaluru,05210,COD,Delivered
10100,2025-01-17,C75056,John Boyer,P5421,Dell Inspiron,Electronics,Laptops,Dell,20766,2,5,39455,7950,Delhi,New Delhi,94504,COD,Shipped
10101,2024-10-31,C74528,Brittany Hatfield,P1627,Nike Sneakers,Fashion,Footwear,Nike,38778,3,15,98884,29217,Rajasthan,Jaipur,54389,COD,Cancelled
10102,2024-10-22,C69758,Jasmine Williams,P5747,Nike Sneakers,Fashion,Footwear,Nike,46428,2,0,92856,9670,Gujarat,Ahmedabad,62221,Prepaid,Shipped
10103,2025-03-16,C99929,Andrew Williamson,P9729,Mi Band 6,Electronics,Wearables,Mi,45601,2,10,82082,11639,Tamil Nadu,Chennai,83071,COD,Delivered
10104,2024-12-17,C99302,Joshua Reed,P6950,Adidas Running Shoes,Fashion,Footwear,Adidas,44340,3,0,133020,28864,Maharashtra,Mumbai,50755,Prepaid,Shipped
10105,2025-03-17,C48166,Katherine Ibarra,P1714,Urban Ladder Chair,Home,Furniture,Urban Ladder,65862,2,20,105379,19622,Delhi,New Delhi,80470,Prepaid,Delivered
10106,2025-03-01,C67919,Mark Morgan,P7944,HP Pavilion,Electronics,Laptops,HP,63968,3,10,172714,43085,Delhi,New Delhi,16796,Prepaid,Cancelled
10107,2025-02-25,C46530,Elizabeth Sweeney,P5354,Noise Smartwatch,Electronics,Wearables,Noise,9295,3,5,26491,5720,Tamil Nadu,Chennai,51310,COD,Shipped
10108,2025-03-20,C50815,Patrick Rosario,P8072,Nike Sneakers,Fashion,Footwear,Nike,37757,2,20,60411,12412,Karnataka,Bengaluru,16433,COD,Delivered
10109,2025-01-24,C28573,Whitney Johnson,P4740,Noise Smartwatch,Electronics,Wearables,Noise,51350,2,15,87295,25307,Tamil Nadu,Chennai,51884,COD,Cancelled
10110,2025-01-10,C12056,Connor Kelly,P5082,Bata Sandals,Fashion,Footwear,Bata,26494,3,10,71534,16135,West Bengal,Kolkata,83340,Prepaid,Cancelled
10111,2024-10-30,C84915,Stephanie Williams,P2645,HP Pavilion,Electronics,Laptops,HP,56047,1,20,44838,8503,Gujarat,Ahmedabad,33974,COD,Cancelled
10112,2025-04-08,C34678,Joseph Carroll,P6370,HP Pavilion,Electronics,Laptops,HP,56934,3,15,145182,41824,Karnataka,Bengaluru,28809,COD,Shipped
10113,2024-11-29,C21878,Robert Oneal,P7377,Nike Sneakers,Fashion,Footwear,Nike,2437,2,5,4630,1169,West Bengal,Kolkata,66353,COD,Cancelled
10114,2025-02-28,C15035,Katie Dougherty,P9547,Urban Ladder Chair,Home,Furniture,Urban Ladder,17621,3,10,47577,7880,Maharashtra,Mumbai,19596,COD,Shipped
10115,2025-01-06,C27739,Jennifer Miller,P9857,iPhone 13,Electronics,Mobile Phones,Apple,46538,2,0,93076,10599,Gujarat,Ahmedabad,14232,Prepaid,Cancelled
10116,2025-01-04,C71748,Jason Moore,P3328,HP Pavilion,Electronics,Laptops,HP,42261,2,5,80296,23837,Rajasthan,Jaipur,04525,COD,Shipped
10117,2025-03-18,C88074,Michael Johnson,P1765,Dell Inspiron,Electronics,Laptops,Dell,68042,1,5,64640,8085,Delhi,New Delhi,43033,COD,Cancelled
10118,2025-03-05,C78106,Harold Martinez,P3857,Mi Band 6,Electronics,Wearables,Mi,51759,1,10,46583,12113,Rajasthan,Jaipur,91173,Prepaid,Delivered
10119,2024-10-21,C44810,Christopher Greer,P3503,Dell Inspiron,Electronics,Laptops,Dell,34276,2,20,54842,15745,Delhi,New Delhi,30712,COD,Cancelled
10120,2025-03-24,C15059,Kyle Thomas,P8480,Milton Water Bottle,Home,Kitchen,Milton,68138,1,10,61324,16163,Maharashtra,Mumbai,00924,Prepaid,Cancelled
10121,2024-11-24,C90070,Monique Santana,P1936,Lenovo IdeaPad,Electronics,Laptops,Lenovo,21891,3,10,59106,16699,Delhi,New Delhi,98539,COD,Cancelled
10122,2024-10-17,C81230,Michael Cantu,P7194,boAt Smart Band,Electronics,Wearables,boAt,1322,1,0,1322,245,Karnataka,Bengaluru,31022,COD,Shipped
10123,2025-03-31,C77161,Jesse Woods,P4167,Adidas Running Shoes,Fashion,Footwear,Adidas,42535,1,5,40408,9971,Maharashtra,Mumbai,93231,COD,Cancelled
10124,2024-12-05,C15785,Vincent Cox,P2268,Bata Sandals,Fashion,Footwear,Bata,41796,2,0,83592,18398,Rajasthan,Jaipur,62546,Prepaid,Shipped
10125,2024-12-11,C63507,Shawn Tran,P3960,Dell Inspiron,Electronics,Laptops,Dell,34531,3,10,93234,19817,Rajasthan,Jaipur,43359,COD,Shipped
10126,2024-11-20,C14022,Angela Ferguson,P3901,Levi's Jeans,Fashion,Clothing,Levi's,51811,1,10,46630,5561,Maharashtra,Mumbai,40840,COD,Delivered
10127,2024-11-15,C62922,Charles Martinez,P7585,Pigeon Gas Stove,Home,Kitchen,Pigeon,60831,3,15,155119,30296,Rajasthan,Jaipur,29706,Prepaid,Cancelled
10128,2024-12-16,C44372,Cynthia White,P3527,Mi Band 6,Electronics,Wearables,Mi,13545,1,10,12190,2093,Maharashtra,Mumbai,49320,COD,Delivered
10129,2025-01-05,C77711,Shannon Burke,P3860,IKEA Table,Home,Furniture,IKEA,1095,2,10,1971,259,Tamil Nadu,Chennai,52117,Prepaid,Delivered
10130,2024-10-31,C30837,Bonnie Evans,P4709,Milton Water Bottle,Home,Kitchen,Milton,44027,1,15,37423,10917,Gujarat,Ahmedabad,55125,COD,Delivered
10131,2025-03-08,C41495,Leslie Evans,P3260,Urban Ladder Chair,Home,Furniture,Urban Ladder,23284,1,10,20956,3043,West Bengal,Kolkata,46974,COD,Shipped
10132,2024-11-01,C60660,Mark Walsh,P1412,Prestige Cooker,Home,Kitchen,Prestige,1738,3,15,4432,1080,Delhi,New Delhi,69865,Prepaid,Delivered
10133,2024-10-27,C52378,Adam Hayden,P7223,Prestige Cooker,Home,Kitchen,Prestige,7187,1,20,5750,1278,Rajasthan,Jaipur,42531,Prepaid,Cancelled
10134,2025-01-09,C13465,Edward Ruiz,P7559,Zara Dress,Fashion,Clothing,Zara,44636,3,5,127213,36193,Karnataka,Bengaluru,24809,Prepaid,Cancelled
10135,2025-03-19,C19574,Brian Jacobs,P4686,Lenovo IdeaPad,Electronics,Laptops,Lenovo,46952,1,15,39909,11140,Delhi,New Delhi,20670,COD,Shipped
10136,2025-03-19,C61752,Tanya Lopez,P1355,boAt Smart Band,Electronics,Wearables,boAt,53043,3,0,159129,42506,Karnataka,Bengaluru,55774,COD,Cancelled
10137,2025-01-07,C89171,Tyler Peterson,P2747,IKEA Table,Home,Furniture,IKEA,37212,1,20,29770,4892,Rajasthan,Jaipur,69097,COD,Cancelled
10138,2024-11-12,C80054,Mark Miller,P8547,iPhone 13,Electronics,Mobile Phones,Apple,52436,1,15,44571,10973,West Bengal,Kolkata,99464,COD,Delivered
10139,2024-11-24,C89191,Ronald Cole,P2843,Adidas Running Shoes,Fashion,Footwear,Adidas,45629,2,15,77569,10224,Rajasthan,Jaipur,61057,COD,Cancelled
10140,2024-10-17,C58271,Brian Irwin,P6319,Bata Sandals,Fashion,Footwear,Bata,47874,2,20,76598,19202,Delhi,New Delhi,39974,COD,Delivered
10141,2025-01-29,C48802,Jessica Potter,P3198,Nike Sneakers,Fashion,Footwear,Nike,57519,1,15,48891,7520,Gujarat,Ahmedabad,12632,Prepaid,Shipped
10142,2025-02-24,C27321,Dr. Joshua Sullivan DDS,P2275,boAt Smart Band,Electronics,Wearables,boAt,22726,1,15,19317,4160,West Bengal,Kolkata,03334,Prepaid,Cancelled
10143,2024-11-08,C65761,Michael Smith,P6848,Prestige Cooker,Home,Kitchen,Prestige,21049,1,5,19997,2913,Tamil Nadu,Chennai,52723,Prepaid,Shipped
10144,2025-01-26,C91703,Michelle Wallace,P3593,Nilkamal Cabinet,Home,Furniture,Nilkamal,44931,3,0,134793,35115,Rajasthan,Jaipur,98352,COD,Shipped
10145,2024-12-04,C54888,Seth Chambers,P8721,Nilkamal Cabinet,Home,Furniture,Nilkamal,19950,2,20,31920,5141,West Bengal,Kolkata,26195,COD,Shipped
10146,2025-02-08,C77049,Benjamin Baker,P4357,Allen Solly Shirt,Fashion,Clothing,Allen Solly,13807,3,5,39350,5097,Tamil Nadu,Chennai,70446,Prepaid,Cancelled
10147,2024-12-21,C88090,Scott Macdonald,P8875,Pigeon Gas Stove,Home,Kitchen,Pigeon,23103,2,0,46206,11952,Maharashtra,Mumbai,21938,Prepaid,Shipped
10148,2024-10-29,C51727,Dylan Meyer,P2276,boAt Smart Band,Electronics,Wearables,boAt,49377,3,10,133318,31104,Rajasthan,Jaipur,75733,Prepaid,Delivered
10149,2025-01-25,C76583,Kim Jenkins,P7635,iPhone 13,Electronics,Mobile Phones,Apple,22864,3,15,58303,12923,Delhi,New Delhi,83678,COD,Cancelled
10150,2025-01-29,C44619,Richard French,P7638,Noise Smartwatch,Electronics,Wearables,Noise,51884,1,15,44101,9393,West Bengal,Kolkata,38807,Prepaid,Cancelled
10151,2025-01-09,C53847,Mark Moore,P7456,boAt Smart Band,Electronics,Wearables,boAt,6125,2,20,9800,1180,Rajasthan,Jaipur,91862,COD,Cancelled
10152,2024-11-08,C71954,Kevin Taylor,P2127,Adidas Running Shoes,Fashion,Footwear,Adidas,48752,1,10,43877,11866,Rajasthan,Jaipur,88090,Prepaid,Shipped
10153,2024-12-13,C18977,John Perry,P3311,Zara Dress,Fashion,Clothing,Zara,54737,3,0,164211,25142,Delhi,New Delhi,62985,Prepaid,Shipped
